id,user_id,event_id,registration_date,status
22d41eb3-45a3-457a-a194-78fc019f4642,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,17421e06-2d29-46bf-b4cc-96fdd85e0723,2026-03-05 15:19:21.334,CONFIRMED
854d1eee-28e2-48ae-85f0-b042e4ee4c8b,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,8ab136db-af7e-4428-a861-1d9c21aad10e,2026-03-06 15:19:21.336,CONFIRMED
280158f1-9992-47f9-9a28-d54e7e21a6f1,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,025164fb-b247-405d-a6ef-87432c7a883d,2026-03-09 15:19:21.336,CONFIRMED
90ea28f0-25e8-4316-9bd5-831b90ed0fe0,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,2026-03-03 15:19:21.337,PENDING
0de422be-5d7b-4a19-ad59-aaac38202cf9,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,a9bf4219-948f-4957-9e45-5e4949aaa023,2026-03-18 15:19:21.338,PENDING
cbf4a4b8-de53-4d47-8803-20d79d31f7b7,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,6f381af7-99fb-4d73-907e-001929f58a62,2026-03-08 15:19:21.338,CONFIRMED
5aea361e-2ecd-4bba-98e9-91c9a4845025,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,3e022a2a-06fe-4cfc-a1b5-af39afbc799b,2026-02-19 15:19:21.339,CONFIRMED
f9107f96-3df9-4c30-978f-a33480d4b9d9,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,8ae1627b-fab3-402f-813a-1ba81dfee355,2026-03-02 15:19:21.340,CONFIRMED
696b1262-0ec9-4740-b575-9c97875855ff,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,4fa771ca-11d2-4a7d-830a-809082703291,2026-02-22 15:19:21.341,CONFIRMED
a32bc55a-3705-4e3c-94f5-ddaada62b7f0,b6a4eee0-af07-42c7-a4a1-0f1b8990de68,f01f72af-b8b9-4307-8d0d-ab4268c4eeac,2026-03-15 15:19:21.341,CONFIRMED
bc3f2d13-b509-45f5-98d7-c237f6871c54,b5ce1893-7522-414b-ae10-6914691d340c,ebfcf253-670a-4ee8-a549-32498bdca5ff,2026-03-14 15:19:21.342,CONFIRMED
2335f543-edc7-4954-b21f-24b5f81cdc06,b5ce1893-7522-414b-ae10-6914691d340c,149dca0c-2d06-402a-a468-0d667c3f9728,2026-03-04 15:19:21.342,CONFIRMED
26f2bfa2-d986-4048-9049-a16c0558b3c3,b5ce1893-7522-414b-ae10-6914691d340c,eb2d4d28-07e0-4e07-9d91-0a1969555ae9,2026-03-07 15:19:21.343,CONFIRMED
490d9ad2-321f-488a-a1fa-7a95b0ae5e5e,b5ce1893-7522-414b-ae10-6914691d340c,a9bf4219-948f-4957-9e45-5e4949aaa023,2026-02-19 15:19:21.343,CONFIRMED
02af6229-0ca2-4d4c-82a2-7a50aa88672f,b5ce1893-7522-414b-ae10-6914691d340c,d45ccda3-7a54-4539-9841-03584afff27f,2026-03-17 15:19:21.344,PENDING
8709a82a-fd1c-4bd9-802e-577dac0789f9,b5ce1893-7522-414b-ae10-6914691d340c,3e022a2a-06fe-4cfc-a1b5-af39afbc799b,2026-02-18 15:19:21.345,CONFIRMED
a0f6961b-db04-492d-855a-9789a5350b47,b5ce1893-7522-414b-ae10-6914691d340c,92b3025b-3929-4918-816a-5759ec61a5e9,2026-02-26 15:19:21.346,CONFIRMED
1f1d1d2d-394f-4d6d-80b7-51d1db645e94,b5ce1893-7522-414b-ae10-6914691d340c,753d1fa8-d7c2-4240-80b1-7b875fbac6f7,2026-02-24 15:19:21.347,PENDING
c43b3bd6-8da4-4cca-8477-4e6764e9fc09,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,d6413f44-7949-4eca-9f13-1ad1e6b8395d,2026-03-16 15:19:21.348,CONFIRMED
8c9b4727-3406-4ca0-ae62-0bdd30ee9e10,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,b2f30c04-b73c-4323-84be-b1c906a48557,2026-02-24 15:19:21.348,CONFIRMED
c862609d-905b-460d-8576-d32d81d286e4,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,f3fa6d13-f146-4a6f-bca9-c8aaacb7c180,2026-02-22 15:19:21.349,PENDING
84a6db06-6c91-4a82-9fdd-563daa660242,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,867f0884-1b6f-4505-90e9-9177f1fdcb17,2026-03-14 15:19:21.350,CONFIRMED
b582a9fb-902c-4cf0-92be-2efa70493d2e,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,18cd5b92-d2c7-44c4-be1e-ee76bddf90f7,2026-02-19 15:19:21.351,CONFIRMED
43d55097-aedf-4ebc-b6a1-8675a59e92f1,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,2026-02-24 15:19:21.352,CONFIRMED
bc7f3ec3-5750-45ac-9c7e-594d1c7ab076,7b9d52ce-df59-4754-b4c4-b7ba26d12dbc,f907683b-b38f-46bd-a7a8-7afd898246fa,2026-03-07 15:19:21.352,CONFIRMED
4b1b4078-17c0-40e9-b77c-2f90cab3188b,544f6cd5-5878-402f-9adf-570847a79696,025164fb-b247-405d-a6ef-87432c7a883d,2026-03-12 15:19:21.353,CONFIRMED
4abdafd4-21ef-4fc0-bb69-85874a4493e2,544f6cd5-5878-402f-9adf-570847a79696,9cc8f230-8eb7-4baf-91aa-3476c5da3768,2026-03-03 15:19:21.354,CONFIRMED
7ba23a97-4500-4423-89f6-3a156ba3b178,544f6cd5-5878-402f-9adf-570847a79696,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,2026-02-19 15:19:21.354,CONFIRMED
737ff2ed-df91-4d19-9c26-58060e958b86,544f6cd5-5878-402f-9adf-570847a79696,67cb0aa5-09e1-40b9-b140-bfca04307b59,2026-03-05 15:19:21.355,CONFIRMED
eafa8554-ea3c-427a-b022-49287a6a186b,544f6cd5-5878-402f-9adf-570847a79696,0cb1256f-a596-4972-9538-58c4d7998883,2026-03-17 15:19:21.355,PENDING
9c75552c-4eba-474a-aeeb-3a78f6cfaa30,544f6cd5-5878-402f-9adf-570847a79696,ab0a81d1-9e97-44f4-867c-411ba9799bbe,2026-03-16 15:19:21.356,CONFIRMED
60f17826-85af-405d-87c2-d539a3d00258,544f6cd5-5878-402f-9adf-570847a79696,867f0884-1b6f-4505-90e9-9177f1fdcb17,2026-02-24 15:19:21.356,CONFIRMED
682dbb3f-7646-4ee5-9a08-074e10450c27,544f6cd5-5878-402f-9adf-570847a79696,d45ccda3-7a54-4539-9841-03584afff27f,2026-02-24 15:19:21.357,PENDING
41fbbd87-35e8-4eba-acd1-4f16b442193f,544f6cd5-5878-402f-9adf-570847a79696,9009c29d-cd16-4a41-8ca4-87e78cabe5b4,2026-03-16 15:19:21.357,CONFIRMED
560ec5e5-a09d-4462-a8a8-62fe252bc58d,544f6cd5-5878-402f-9adf-570847a79696,871cedb9-06fe-4175-a3fa-839a14c53219,2026-03-09 15:19:21.358,CONFIRMED
088ad5c9-0e5e-4925-b28f-bf81b17a78da,544f6cd5-5878-402f-9adf-570847a79696,724764e7-ff07-470c-b57a-99c5236e77ee,2026-03-05 15:19:21.358,PENDING
d011e9ff-b016-486f-869e-d11d5f46da9c,544f6cd5-5878-402f-9adf-570847a79696,4fa771ca-11d2-4a7d-830a-809082703291,2026-02-20 15:19:21.359,PENDING
6f37a6d1-8f07-4aaa-a60a-843ffbbdd51c,544f6cd5-5878-402f-9adf-570847a79696,c477818f-9cc3-47b7-9a8e-f596f39db643,2026-03-02 15:19:21.359,CONFIRMED
094f631e-f1f9-4673-bec4-116822b21b22,544f6cd5-5878-402f-9adf-570847a79696,7b878734-1d4a-4fa9-bd7a-77c3180bf45a,2026-03-07 15:19:21.360,CONFIRMED
e4b9359d-fd36-48b8-a2e4-05b113c998b8,e3842d3b-61c1-4097-bc78-5052a269e064,359761bb-19e4-4f0e-a4cd-760261b19dc5,2026-02-19 15:19:21.360,PENDING
e33b0c8a-f893-4816-96af-7c0b07f4c58d,e3842d3b-61c1-4097-bc78-5052a269e064,9cc8f230-8eb7-4baf-91aa-3476c5da3768,2026-03-06 15:19:21.361,CONFIRMED
98f31d2c-e596-4b9e-ba62-36f9b9eba66a,e3842d3b-61c1-4097-bc78-5052a269e064,cc09b50f-b2f4-469e-b259-ccf6ecb69a71,2026-02-21 15:19:21.361,CONFIRMED
635dd491-b95c-4b6c-995e-ccee738d1655,e3842d3b-61c1-4097-bc78-5052a269e064,93824d88-2df8-4304-9bb5-862d5a8e0548,2026-03-01 15:19:21.362,CONFIRMED
c0096000-d41f-454a-9acf-87eb30d39de7,e3842d3b-61c1-4097-bc78-5052a269e064,a9bf4219-948f-4957-9e45-5e4949aaa023,2026-02-22 15:19:21.362,PENDING
b3330f16-3504-4334-b9e5-e36a9082f495,e3842d3b-61c1-4097-bc78-5052a269e064,ab0a81d1-9e97-44f4-867c-411ba9799bbe,2026-03-14 15:19:21.363,CONFIRMED
82a4de6b-fa78-4d7e-ae49-da7fa004ee32,e3842d3b-61c1-4097-bc78-5052a269e064,867f0884-1b6f-4505-90e9-9177f1fdcb17,2026-03-12 15:19:21.363,CONFIRMED
368ffd59-ec5c-433a-872f-a7f982707f37,e3842d3b-61c1-4097-bc78-5052a269e064,9009c29d-cd16-4a41-8ca4-87e78cabe5b4,2026-02-26 15:19:21.364,CONFIRMED
c99b6771-c8da-4e6e-b92b-2a5dd61e4960,e3842d3b-61c1-4097-bc78-5052a269e064,3beeb6f2-ddf0-480e-a693-a64ffa5bb810,2026-02-26 15:19:21.365,CONFIRMED
ab15f746-795f-4710-88d8-1a8a058ff2d7,c029ea2d-2f55-4b11-8d50-7f9289803c42,076677af-ae78-4f4d-a0a4-fed320324add,2026-03-05 15:19:21.366,CONFIRMED
70571f1d-7d9e-4532-a5e0-b038b91f7660,c029ea2d-2f55-4b11-8d50-7f9289803c42,428b7470-f951-4db9-8ed8-1bb45798c15b,2026-03-09 15:19:21.366,CONFIRMED
e9a90f03-2d27-4db6-90fa-aeb17a7dfc16,c029ea2d-2f55-4b11-8d50-7f9289803c42,db5552dd-91c6-49c0-bdbb-a6ad72fe9967,2026-03-08 15:19:21.367,CONFIRMED
e9d3a958-7288-4b94-86ca-8e2386a1f13a,c029ea2d-2f55-4b11-8d50-7f9289803c42,b2f30c04-b73c-4323-84be-b1c906a48557,2026-02-19 15:19:21.367,CONFIRMED
5cdd6f84-2ac7-4dbd-b189-b9d53935741d,c029ea2d-2f55-4b11-8d50-7f9289803c42,58ceb069-d55a-487c-b080-855d993b7109,2026-02-25 15:19:21.368,PENDING
